Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
LOS CINCO,,ASTURIAS,Caducado,C.Exp.Derivada,00,29594,,505.0,H,D
LOS CINCO AMIGOS,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,4950,CBN,30.0323,H,D
LOS CIRIOS,"ARCILLAS SICHART, S.L",TERUEL,Otorgado,C.Exp.Directa,01,6034,ARC,2.0,C,C
LOS CIRUELOS,"HOLCIM ARIDOS, S.L.",MADRID,,C.Exp.Directa,00,3242,,42.0,H,C
LOS CIRUELOS (AMPLIACIÓN),"EXPLOTACIONES LUCIO ROJAS, S.L.",TOLEDO,Cancelado,Sec. A),00,696,"GRV, ARN",8.81,H,A
LOS CIRUELOS TRES,"EXPLOTACIONES LUCIO ROJAS, S.L.",TOLEDO,Autorizado,Sec. A),00,499,"GRV, ARN",2.839,H,A
LOS CLAVIJOS,"GRAVERAS SÁNCHEZ, S.A.",SALAMANCA,Trámite/autorización,Sec. A),00,175,"GRV, ARN",31.9229,H,A
LOS CLOTICOS DE BEJIS,AYUNTAMIENTO DE BEJIS,CASTELLON,Trámite/autorización,A.Min/Termal,00,6,AGM,117.72,H,B
LOS COCONES,ÁRIDOS EL FUNCIONES S.L.,ALMERIA,Autorizado,Sec. A),00,441,"GRV, ARN",8.24,H,A
LOS CODOS,"HORMIGONES ESCURIAL CORTES, S.L.",BADAJOZ,Otorgado,Sec. A),00,712,ARN,4.95,H,A
LOS CODOS,"HORMIGONES ESCURIAL CORTES, S.L.",BADAJOZ,Trámite/otorgamiento,Sec. A),20,712,ARN,5.06,H,A
LOS COLLADOS,UTE SANEAMIENTO Y DEPURACIÓN DE COMARCA DE LA VERA,CACERES,Caducado,Sec. A),00,593,GRT,0.56,H,A
LOS COLLADOS,URBANO ROBRES GARCÍA,TERUEL,Trámite/decl-recurso,Sec. A),00,10038,CAL,3.9,H,A
LOS COLLEJONES,"CABEZO GORDO, S.L.",MURCIA,Autorizado,Sec. A),00,1189,MAM,5.55,H,A
LOS COLMENARES,"OBRAS HERGÓN, S.A.",SEGOVIA,Trámite/decl-recurso,Sec. A),00,264,"GRV, ARN",1.4982,H,A
LOS COLONOS,FRANCISCO MANUEL FERNÁNDEZ CAMUÑAS,SEVILLA,Autorizado,Sec. A),00,517,ARN,3.9,H,A
LOS COLORADOS,SAT Nº6200 ALGABA,ALBACETE,Cancelado,Sec. A),00,736,ARC,4.33,H,A
LOS COLORAOS,"CAJA RURAL, SOCIEDAD COOPERATIVA DE CRÉDITO., TINO EMPRESARIAL E INDUSTRIAL, S.L.U., S.L. ( ANTE",ALMERIA,Autorizado,Sec. A),00,619,MAM,8.8,H,A
LOS COLORZOS,CANTERAS Y MARMOLES NICOLAS S.L.,MURCIA,Trámite/otorgamiento,P.Investigación,00,22181,ROR,27.0,C,C
LOS COMPADRES,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,6123,CBN,18.0216,H,D
LOS CONDES,JESÚS ARIAS LÓPEZ,ORENSE,Otorgado,P.Investigación,00,4907,PIZ,11.0,C,C
LOS CONEJOS,"HERMANOS RUIZ DORANTES, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1507,YES,22.0,C,C
LOS CORALES,"EXCAVACIONES CAMBIL, S.L., ÁRIDOS ANFERSA, S.L.",GRANADA,Otorgado,C.Exp.Directa,00,30497,DOA,2.0,C,C
LOS CORRALICOS,RICARDO MALLEN ALTABA,TERUEL,Autorizado,Sec. A),00,334,COR,2.3,H,A
LOS CORRALILLOS,"MEYCA, S.L.",CIUDAD REAL,Trámite/decl-recurso,Sec. A),00,910,ARI,5.6,H,A
LOS CORRALILLOS,"ROBERTO CARLOS VALVERDE CID, ARIDOS GORSAM, S.L.",NAVARRA,Autorizado,Sec. A),00,22439,GRV,2.78,H,A
LOS CORTIJOS,"ARIDOS ABANILLA, S.L.",MURCIA,Autorizado,Sec. A),00,1316,ARI,55.84,H,A
LOS CORTIJOS,"LUIS SANCHEZ DIEZ, S.A.",MURCIA,Otorgado,C.Exp.Directa,00,21388,ROR,4.0,C,C
LOS COTEROS,"TEJERIAS LA COVADONGA, S.A",CANTABRIA,Autorizado,Sec. A),01,99999,ARC,3.05,H,A
LOS COVACHOS,"MÁRMOLES DE ALMADÉN S.A., MÁRMOLES HERMANOS BLANCO S.L., JOSÉ ARROYO DORADO, AYUNTAMIENTO DE ALMADÉN DE LA PLATA",SEVILLA,Autorizado,Sec. A),00,303,"CAL, MAM",25.0,H,A
LOS CRISTOS,"AGROMOLINILLO, S.C.A.",HUELVA,Autorizado,Sec. A),00,70,ARN,157.32,H,A
LOS CUATRO,"FLOREAL , LLORENTE RODRIGUEZ",LEON,Caducado,P.Investigación,00,14147,,586.5463,C,C
LOS CUATRO,,ASTURIAS,Caducado,C.Exp.Derivada,00,29589,,683.0,H,D
LOS CUATRO SOCIOS,"HEFRAN, S.A., JOSÉ CORDERO ARRIAZA",CADIZ,Trámite/autorización,C.Exp.Directa,00,1010,TRP,16.0,H,C
LOS CUCHARALES,"GRAVERAS GÓMEZ, S.L.",LEON,Trámite/autorización,Sec. A),00,704,"GRV, ARN",5.5078,H,A
LOS CUCOS,ANTONIO ORTIGOSA BERNAL S.L.,MURCIA,Trámite/decl-recurso,Sec. A),00,1470,ROR,10.0,H,A
LOS CUCOS II,ANTONIO ORTIGOSA BERNAL S.L.,MURCIA,Caducado,P.Investigación,00,21815,ROR,54.0,C,C
LOS CUERVOS,ZAPATA PEÑALVER JOAQUIN,MURCIA,Autorizado,Sec. A),00,1430,CAL,4.12,H,A
LOS DAMIANES,"CERAMICA COLLADO S.A., ANGEL SANCHEZ SAHORI. ITM",ALBACETE,Otorgado,C.Exp.Directa,00,1135,ARC,3.0,C,C
LOS DELGADOS,"AGROINDUSTRIAL MELLARIENSE, S.L.",CORDOBA,Autorizado,Sec. A),00,1351,ARN,3.93,H,A
LOS DOLORES,PRERREDUCIDOS INTEGRADOS DEL SUROESTE DE ESPAÑA S.,HUELVA,Otorgado,C.Exp.Directa,00,317,CU,12.0,H,C
LOS DOS,CARBONES DEL BIERZO ALTO S.L,LEON,Otorgado,C.Exp.Derivada,00,9916,CBN,98.1093,H,D
LOS DOS AMIGOS,"FRANCISCO, ALVAREZ  ALVAREZ",LEON,Otorgado,C.Exp.Derivada,00,8798,,30.0139,H,C
LOS DOS AMIGOS,,LEON,Otorgado,C.Exp.Derivada,00,9588,CBN,22.0283,H,D
LOS DOS AMIGOS,,LUGO,Caducado,C.Exp.Derivada,00,4632,MAG,848.0,H,C
LOS DOS HNOS,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,4833,CBN,15.0094,H,D
LOS DOS LUISES,,LEON,Caducado,P.Investigación,00,13755,,1443.8143,C,C
LOS DOS LUISES,PIZARRAS LOS DOS LUISES S.L,LEON,Caducado,C.Exp.Derivada,20,13755,,283.0511,C,C
LOS DOS LUISES 1ª FRACCI,,LEON,Caducado,C.Exp.Derivada,10,13755,,113.2149,C,C
LOS EGEAS,"CANTERAS SIERRA ENMEDIO, S.L.",MURCIA,Autorizado,Sec. A),00,1506,POR,18.745,H,A
LOS ERMITAÑOS,"MINAS DE RÍO TINTO, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,12739,CU,8.38,H,C
LOS ESPARRAGALES,"ROMO TALAVERA, S.L.",TOLEDO,Autorizado,Sec. A),00,569,"GRV, ARN",14.728,H,A
LOS ESPARTARES,"SANTIAGO CANTISANO ORIVE, CAPLAEX, S.L.",CORDOBA,Autorizado,Sec. A),00,1215,CAL,25.0,H,A
LOS ESPEJILLOS,JOSE GARCIA PEREZ,CUENCA,Autorizado,Sec. A),00,401,ARI,4.68,H,A
LOS ESQUIÑOLES,"PIEDRA DEL ALTO ARAGON, S.A.",HUESCA,Otorgado,C.Exp.Directa,00,2248,CAL,16.0,C,C
LOS ESTACONES,"TERMOSAN, S.L.",HUELVA,Autorizado,Sec. A),00,96,CAL,2.02,H,A
LOS ESTILES,ENRIQUE ACOSTA RODRÍGUEZ,BADAJOZ,Otorgado,Sec. A),00,854,ARN,20.94,H,A
LOS ESTRECHOS,"VALDEPLANA EXCAVACIONES, S.L.",TERUEL,Trámite/otorgamiento,P.Investigación,00,6408,TOC,18.0,C,C
LOS FORCOS 2,"CONSTRUCCIONES TELERA, S.C.",HUESCA,Autorizado,Sec. A),00,248,ROR,0.4,H,A
LOS FRAILES,"MATERIALES PARTIDA, S.L.",CADIZ,Autorizado,Sec. A),00,260,ARS,11.6,H,A
LOS GABRIELES,"MARMOLES PEÑAMORA, S.A.",MURCIA,Autorizado,Sec. A),00,1318,COR,12.64,H,A
LOS GALBANITOS,HESPERICA DE OBRAS S.L.,BADAJOZ,Trámite/otorgamiento,P.Investigación,00,12754,TOC,207.22,H,C
LOS GALLEGOS,JOSÉ ANTONIO MARCO PÉREZ,GRANADA,Trámite/otorgamiento,P.Investigación,00,30794,,36.0,C,C
LOS GALLOS,"FERNANDO GARCÍA RODRÍGUEZ E HIJOS, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,364,GRV,5.5785,H,A
LOS GANDULES,"ALDESA CONSTRUCCIONES, S.A.",AVILA,Trámite/decl-recurso,Sec. A),00,183,CAN,0.9999,H,A
LOS GARBILLEROS,CANTERA DEL VERTICE S.A.,ALBACETE,Autorizado,Sec. A),00,34,CAL,20.32,H,A
LOS GARROTALES,"CARGAS MINERALES DEL SUR, S.L.",SEVILLA,Autorizado,Sec. A),00,438,CAL,3.11,H,A
LOS GAVIANES Y DEMASIA,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,C.Exp.Derivada,00,24329,ALC,658.3987,H,C
LOS GAVILANES,"CONTRATAS Y EXCAVACIONES SAAVEDRA, S.A.",CACERES,Trámite/otorgamiento,Sec. A),00,601,ARN,51.15,H,A
LOS GAVILANES,"Jorge Hevia García,  NO PROCEDE/DESCONOCIDA",ASTURIAS,Caducado,P.Exploración,00,30425,ALC,315.0,C,C
LOS GEMELOS,SOCIEDAD LA ILUSIÓN,MURCIA,Otorgado,C.Exp.Directa,00,91,PB,12.0,H,C
LOS GEMELOS,,ASTURIAS,Autorizado,Sec. A),00,1351,ARS,1.0,H,A
LOS GEMELOS,"EXCAVACIONES MANUEL VERA, S.L.",TERUEL,Trámite/decl-recurso,Sec. A),00,10011,ARI,2.5,H,A
LOS GEMELOS,"ARENAS Y GRAVAS SAEZ MONTERDE, S.L.",VALENCIA,Trámite/otorgamiento,C.Exp.Derivada,00,2993,ACA,2.0,C,C
LOS GEMELOS 2,Cantera Los Gemelos C.B.,ASTURIAS,Trámite/otorgamiento,C.Exp.Directa,00,30659,"ARS, ROR",2.0,C,C
LOS GILOS,"ÁRIDOS Y EXCAVACIONES CAUDETE, S.L., AQUILINO TOBOSO OLIVARES (ITM)",ALBACETE,Autorizado,Sec. A),00,25,CAL,4.0,H,A
LOS GRAMALES,"ORLANDO, MENTO MARTIN, FRANCO FELIX , MENTO  MARTIN",VALLADOLID,Trámite/autorización,Sec. A),00,235,"GRV, ARN",33.022,H,A
LOS GRAMALES-TRILATER,"TRILATER, S.L.",TOLEDO,Caducado,Sec. A),00,601,ARC,7.891,H,A
LOS GRANELES,"BEGOÑA GALLARDO RAYO, ARIDOS CANARIOS S.L.",TENERIFE,Autorizado,Sec. A),00,52,ARI,81.37,H,A
LOS GREDEROS,"CERÁMICA VIRGEN DE LA ENCARNACIÓN, S.L., MANUEL CAMPOS SALAS (ITM)",ALBACETE,Otorgado,C.Exp.Directa,00,1628,ARC,2.0,C,C
LOS GUALCHOS,"MERIDIONAL DE OBRAS, S.L.",GRANADA,Trámite/decl-recurso,Sec. A),00,326,CUC,5.37,H,A
LOS GUIJARES,"ARIDOS Y TTES. AZUARA MALLEN, S.L.",TERUEL,Autorizado,Sec. A),00,359,ARI,5.2,H,A
LOS GUIJOS,SOCIEDAD ANÓNIMA TRABAJOS Y OBRAS (SATO),CADIZ,Autorizado,Sec. A),00,14,CAL,36.95,H,A
LOS GUILLENES,"EUROSTONE, S.A.",ALMERIA,Autorizado,Sec. A),00,644,CAL,3.69,H,A
LOS GUINDOS,ALCARREÑA DE FIRMES Y CONSTRUCIONES SA,GUADALAJARA,Autorizado,Sec. A),00,51,ARI,10.0,H,A
LOS GUINDOS,"GRAVERAS ACICOYA SA, GRAVERAS ACICOYA, S.A.",MADRID,Autorizado,Sec. A),00,90,GRV,15.44,H,A
LOS GUINDOS,"GRAVERAS ACICOYA SA, GRAVERAS ACICOYA, S.A.",MADRID,Cancelado,C.Exp.Directa,00,3393,,4.0,H,C
LOS GUINDOS,"GRAVERAS ACICOYA SA, GRAVERAS ACICOYA, S.A.",MADRID,Cancelado,C.Exp.Directa,00,3400,GRV,4.0,H,C
LOS HELECHALES,"MINAS DE ESTAÑO DE ESPAÑA, S.L.U.",CACERES,Trámite/otorgamiento,P.Investigación,00,10304,TOC,380.19,H,C
LOS HELECHOS,"TRANSCLEMALU, S.L.",CACERES,Otorgado,Sec. A),00,590,ARN,4.39,H,A
LOS HERMANILLOS,"EUROMINERALES CERAMICOS, S.A .",CASTELLON,Cancelado,P.Investigación,00,2967,TOB,10.0,C,C
LOS HERMANILLOS,"ÁRIDOS Y CANTERAS MORIANA, S.L.L.",HUELVA,Trámite/decl-recurso,Sec. A),00,303,ARN,12.0,H,A
LOS HERMANILLOS II,"EUROMINERALES CERAMICOS, S.A .",CASTELLON,Cancelado,P.Investigación,00,2968,TOC,10.0,C,C
LOS HERMANOS,"ARCILLAS  LA SERENA, S.L.",BADAJOZ,Otorgado,C.Exp.Derivada,11,12147,PZS,179.12,H,C
LOS HERMANOS,"HERMANOS RUIZ DORANTES, S.L.",CADIZ,Otorgado,P.Investigación,00,1445,YES,99.0,H,C
LOS HERMANOS,"TERREAL ESP. CERÁMICAS, S.A.",GERONA,Trámite/otorgamiento,P.Investigación,00,3582,ARC,24.1,H,C
LOS HERMANOS,"TERREAL ESP. CERÁMICAS, S.A.",GERONA,Otorgado,P.Investigación,10,3582,ARC,9.0,C,C
LOS HERMANOS,"TERREAL ESP. CERÁMICAS, S.A.",GERONA,Trámite/otorgamiento,C.Exp.Derivada,10,3582,ARC,4.0,C,C
LOS HERMANOS,"TERREAL ESP. CERÁMICAS, S.A.",GERONA,Otorgado,C.Exp.Derivada,11,3582,ARC,2.0,C,C
LOS HERMANOS,"ARICEMEX, S.A.",MADRID,Otorgado,P.Investigación,10,2992,,13.0,H,C
LOS HERMANOS 2,"TERREAL ESP. CERÁMICAS, S.A.",GERONA,Trámite/otorgamiento,C.Exp.Derivada,20,3582,ARC,4.0,C,C
LOS HERMANOS F-1,"ARCILLAS  LA SERENA, S.L.",BADAJOZ,Otorgado,C.Exp.Derivada,12,12147,PZS,358.41,H,C
LOS HERMANOS FRAC-2ª,"ARICEMEX, S.A.",MADRID,Trámite/otorgamiento,C.Exp.Derivada,12,2992,,7.0,H,C
LOS HERMANOS FRAC-4ª,"ARICEMEX, S.A.",MADRID,Cancelado,C.Exp.Derivada,14,2992,,5.0,H,C
LOS HERMANOS FRACCION 3ª,"ARICEMEX, S.A.",MADRID,Cancelado,C.Exp.Derivada,13,2992,,10.0,H,C
LOS HERMANOS-FRAC-1ª,"ARICEMEX, S.A.",MADRID,Trámite/otorgamiento,C.Exp.Derivada,11,2992,,6.0,H,C
LOS HITOS,"HERMANOS TÁBARA, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),00,500,GRV,2.2044,H,A
LOS HORNILLOS,BLAS DIAZ ROPERO SEPULVEDA,CIUDAD REAL,Autorizado,Sec. A),00,913,ARI,78.0,H,A
LOS HORNOS,"HERMANOS DOMÍNGUEZ GUTIÉRREZ, S.L.",AVILA,Trámite/decl-recurso,Sec. A),00,179,ARN,10.8013,H,A
LOS HOYOS,SOCIEDAD FINANCIERA Y MINERA S.A.,GRANADA,Otorgado,P.Investigación,00,30578,YES,14.0,C,C
LOS HUEROS,"MAXIT, S.L., ARIDOS LIGEROS S.A.",MADRID,Otorgado,P.Investigación,10,3118,,10.0,H,C
LOS HUEROS,"MAXIT, S.L.",MADRID,Trámite/otorgamiento,C.Exp.Derivada,11,3118,,10.0,H,C
LOS HUERTECILLOS,"EXCAVACIONES ALETTA, S.A.U.",HUELVA,Autorizado,Sec. A),00,98,ARN,13.59,H,A
LOS HUERTOS,"YESOS PONCE, S.A.",CUENCA,Caducado,C.Exp.Directa,00,1322,YES,1.0,C,C
LOS HUNOS,"BARITA Y PLOMO, S.L. (BAYPLOM)",JAEN,Otorgado,C.Exp.Directa,00,1667,PB,53.0,H,C
LOS INFANTES,"REGINO, GALVÁN MANGAS",PALENCIA,Trámite/otorgamiento,P.Investigación,00,3552,TOC,2847.0616,C,C
LOS INGLESES,"HERMANOS GARCÍA EXCAVACIONES Y OBRAS, S.A. (HEGEO)",VALLADOLID,Trámite/autorización,Sec. A),00,177,"GRV, ARN",2.465,H,A
LOS INOCENTES,VICTOR VILA CARRERA,CACERES,Otorgado,C.Exp.Derivada,00,8348,SN,51.13,H,C
LOS ISIDROS,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,00,12099,CBN,679.5442,H,D
LOS IZQUIERDOS,"HERMANOS RUIZ DORANTES, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1519,YES,42.0,C,C
LOS JARALES,RODENAS QUILEZ JUAN ANTONIO,MURCIA,Trámite/otorgamiento,P.Investigación,00,22167,TOC,48.0,C,C
LOS JAROS,"ARIDOS EL PROVENCIO, S.L.",CUENCA,Autorizado,Sec. A),00,91,"GRV, ARN",1.8,H,A
LOS JAZMINES,"IBERICA DE SALES, S.A.",ZARAGOZA,Otorgado,C.Exp.Directa,00,2296,SAL,17.0,H,C
LOS JUNCALES,"MARGOM, S.A.",AVILA,Trámite/autorización,Sec. A),00,156,"GRV, ARN",1.0092,H,A
LOS JUNCALES,"MARGOM, S.A.",AVILA,Trámite/autorización,Sec. A),10,156,"GRV, ARN",1.1883,H,A
LOS JUNCALINOS,"ARCYCA, S.A.",ZAMORA,Trámite/autorización,Sec. A),00,464,GRV,7.0796,H,A
LOS JUNCALINOS,"ARCYCA, S.A.",ZAMORA,Trámite/autorización,Sec. A),10,464,GRV,2.2382,H,A
LOS JUNCALINOS,"ARCYCA, S.A.",ZAMORA,Trámite/autorización,Sec. A),20,464,GRV,4.7132,H,A
LOS LABRADILLOS,"TRANSPORTES ROBLES Y MORENO, S.L.",HUELVA,Trámite/decl-recurso,Sec. A),00,282,"ZHR, ARN",5.2,H,A
LOS LANCHARES,"CANTERAS ORTIZ, S.A.",SEGOVIA,Otorgado,P.Investigación,00,1195,TOC,173.1656,C,C
LOS LANCHARES 2,"CANTERAS ORTIZ, S.A.",SEGOVIA,Otorgado,P.Investigación,00,1247,TOC,461.9098,C,C
LOS LARGOS,"TEYGE, S.A.",CUENCA,Caducado,P.Investigación,00,1256,ACA,147.0,C,C
LOS LAVADEROS,"LOS LAVADEROS DE ROJAS, S.L",TOLEDO,Autorizado,Sec. A),00,693,"GRV, ARN",50.18,H,A
LOS LECOS,"ARIDOS SOLA E HIJOS, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),00,565,"GRV, ARN",2.3699,H,A
LOS LEONES,COOPERATIVA INDUSTRIAL DE TRABAJADORES LOS LEONES,SEVILLA,Trámite/decl-recurso,Sec. A),00,85,ARC,6.2,H,A
LOS LINOS 1,"JUAN CENIT VALLEJO, MANUEL DELGADO MOLES, MARÍA VELASCO ORTEGA, ÁNGELES DELGADO MOLES, MERCEDES ARIAS CALLEJAS, FRANCISCO DELGADO MOLES, JOSE LINO DELGADO MOLES, NATIVIDAD LÓPEZ SÁNCHEZ",GRANADA,Otorgado,C.Exp.Derivada,01,30195,"CCR, ARS",6.0,C,C
LOS LLÁGANOS,"TRANSPORTES SANSEY, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),00,425,"GRV, ARN",4.4236,H,A
LOS LLANILLOS,"ARPAPE, S.L.",BURGOS,Trámite/autorización,Sec. A),00,1087,"GRV, ARN",13.0473,H,A
LOS LLANILLOS,"ARPAPE, S.L.",BURGOS,Trámite/autorización,Sec. A),10,1087,"GRV, ARN",10.8983,H,A
LOS LLANILLOS,"TRANSPORTES Y EXCAVACIONES HERMANOS BONILLA, S.L.",SORIA,Trámite/autorización,Sec. A),10,365,CAL,5.665,H,A
LOS LLANILLOS,"TRANSPORTES Y EXCAVACIONES HERMANOS BONILLA, S.L.",SORIA,Trámite/autorización,Sec. A),20,365,"GRV, ARN",6.4125,H,A
LOS LLANOS,ASLAND CYMSA,CASTELLON,Otorgado,C.Exp.Directa,00,2490,CAL,3.0,C,C
LOS LLANOS,ASUNCIÓN MERINO LÓPEZ,CORDOBA,Trámite/decl-recurso,Sec. A),00,1357,"GRV, ARN",76.64,H,A
LOS LLANOS,"CONSTRUCCIONES Y PAVIMENTOS HNOS. OCHOA, S.L.",CUENCA,Autorizado,Sec. A),00,387,"GRV, ARN",1.8032,H,A
LOS LLANOS,DIONISIO OJUELO CONDE,HUELVA,Autorizado,Sec. A),00,147,ZHR,18.0,H,A
LOS LLANOS,AYUNTAMIENTO DE ALCALÁ LA REAL,JAEN,Otorgado,P.Investigación,02,16114,CCR,43.0,C,C
LOS LLANOS,AYUNTAMIENTO DE ALCALÁ LA REAL,JAEN,Trámite/otorgamiento,C.Exp.Derivada,00,16114,,7.0,C,C
LOS LLANOS,"CONSTRUCCIONES ESTUDIOS TÉCNICOS MEDIOAMBIENTALES,",MADRID,Autorizado,Sec. A),00,423,GRV,17.5867,H,A
LOS LLANOS,"CARRION VEGA, S.A.",SEGOVIA,Trámite/autorización,Sec. A),00,222,ARN,3.2325,H,A
LOS LLANOS,"CARRION VEGA, S.A.",SEGOVIA,Trámite/autorización,Sec. A),10,222,ARN,10.8903,H,A
LOS LLANOS,"CERAMICA EL MAZARRON, S.L.",TOLEDO,Autorizado,Sec. A),00,211,ARC,13.25,H,A
LOS LLANOS,"ARIDOS 93, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,137,"GRV, ARN",9.8313,H,A
LOS LLANOS,"ARIDOS 93, S.L.",ZAMORA,Trámite/autorización,Sec. A),10,137,"GRV, ARN",0.7989,H,A
LOS LLANOS,"ARIDOS 93, S.L.",ZAMORA,Trámite/autorización,Sec. A),20,137,"GRV, ARN",0.4594,H,A
LOS LLANOS,"CERÁMICA ACÚSTICA, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),00,341,GRV,1.5749,H,A
LOS LLANOS,"DAVID FERNÁNDEZ GRANDE, S.L.",ZAMORA,Trámite/otorgamiento,C.Exp.Directa,00,1814,"GRT, ARS",86.1228,C,C
LOS LLANOS FRACCIÓN 1ª,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,P.Investigación,10,30675,"ARC, CAN",2.0,C,C
LOS LLANOS FRACCIÓN 2ª,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,P.Investigación,20,30675,ALC,2.0,C,C
LOS LLANOS FRACCION 3ª,,ASTURIAS,Caducado,P.Investigación,30,30675,"ARC, CAN",2.0,C,C
LOS LLANOS I,"OBRASCÓN HUARTE LAIN, S.A.",ZAMORA,Trámite/otorgamiento,P.Investigación,00,1957,TOC,342.6282,C,C
LOS LOBOS,FIRMES Y CONSTRUCCIONES S.A. (FIRCOSA),ALMERIA,Autorizado,Sec. A),00,790,CAL,3.68,H,A
LOS LOCOS,LORENTE Y PALLARES SL,MURCIA,Otorgado,C.Exp.Directa,00,14262,FE,10.0,H,C
LOS LOSARES,"CARLOS RODRÍGUEZ DIAZ  (IM), JOSE MARIA MAÑEZ VERDU, S.A.",ALBACETE,Otorgado,C.Exp.Derivada,11,1436,ROR,8.0,C,C
LOS MACACHOS,"CONSTRUCCIONES LUJAMO, S.L.",CUENCA,Autorizado,Sec. A),00,214,"GRV, ARN",0.7597,H,A
LOS MADROÑALES BLANCO CORRAL,"EXCAVACIONES BLANCO CORRAL, S.L.",TOLEDO,Autorizado,Sec. A),00,599,"GRV, ARN",9.882,H,A
LOS MADROÑALES BLANCO MENCIA,"HERMANOS BLANCO MENCÍA, S.L.",TOLEDO,Autorizado,Sec. A),00,600,"GRV, ARN",9.882,H,A
LOS MAJANARES,EXCAVACIONES SANCHEZ NAVARRO S.L.,CIUDAD REAL,Autorizado,Sec. A),00,873,GRV,8.13,H,A
LOS MAJUELOS,"ENRIQUE Y EFRÉN CORREDOR, C.B.",SORIA,Trámite/autorización,Sec. A),00,195,ARC,3.6171,H,A
LOS MALUCANES,"HORFREMAR, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,188,GRV,0.0,H,A
LOS MANANTIALES,MARCO PEREZ JOSE ANTONIO,CACERES,Trámite/otorgamiento,P.Investigación,00,318,TOC,1316.19,H,C
LOS MANOLOS,"MARTÍN PINEDA, S.L.",HUELVA,Autorizado,Sec. A),00,292,ARN,7.8,H,A
LOS MANZANILLOS,"ÁRIDOS Y TRANSPORTES ELÍAS, S.L.",SEVILLA,Autorizado,Sec. A),00,137,ARN,4.0,H,A
LOS MARINES,"HORMIGONES QUINTANAR, S.L.",CUENCA,Autorizado,Sec. A),00,309,"GRV, ARN",4.7972,H,A
LOS MARTAS,ARIDOS CAMPOY-PEREZ CB,MURCIA,Trámite/decl-recurso,Sec. A),00,1398,ARI,3.8,H,A
LOS MARTINEZ,"CANTERA LOS MARTINEZ, S.L.",ZARAGOZA,Autorizado,Sec. A),00,19,ARN,2.5,H,A
LOS MARTÍNEZ,FRANCISCO JAVIER MARTINEZ MAURICIO,BADAJOZ,Caducado,Sec. A),00,535,ARN,1.0,H,A
LOS MASETS,"CANCAL IBERICA, S.L.",TARRAGONA,Trámite/otorgamiento,P.Investigación,00,10161,CAL,4.0,C,C
LOS MATIAS,"TRANSFORMADOS BAJO ARAGON, S.L.",TERUEL,Autorizado,Sec. A),00,10039,ARI,19.28,H,A
LOS MEANDROS,"FERTINAGRO NUTRIENTES, S.L.",ZARAGOZA,Trámite/otorgamiento,P.Investigación,00,3527,AES,37.0,C,C
LOS MEDIOS,VIAS Y ASFALTOS CIUDAD REAL S.L.,CIUDAD REAL,Autorizado,Sec. A),00,854,ARI,1.3,H,A
LOS MELLIZOS,"EMILIO, DE LOZAR  GRANADO",SALAMANCA,Otorgado,C.Exp.Derivada,00,5578,"SN , TI , ARN, W  , GRV, ILL",117.435,H,C
LOS MELLY I,YESOS Y ESCAYOLAS PRUNA S.A.,SEVILLA,Otorgado,P.Investigación,00,7831,YES,6.0,C,C
LOS MELOCOTONEROS,"ARIDOS Y EXC. DEL MATARRAÑA, S.L.",TERUEL,Cancelado,Sec. A),00,10040,GRV,1.59,H,A
LOS MEMBRIDORES,"MINERA SABATER, S.L",BADAJOZ,Caducado,P.Investigación,00,12763,TOC,238.84,H,C
LOS MENORES,"RAFAEL PEINADO CASTILLO, TRANSPORTES MANUEL CASTELLANO",LAS PALMAS,Autorizado,Sec. A),00,273,ARN,2.7929,H,A
LOS MERILLOS,"EXCAVACIONES CARLOS MORENO, S.L.",TOLEDO,Trámite/decl-recurso,Sec. A),00,610,"GRV, ARN",9.7946,H,A
LOS MIGUELETES,"HOLCIM (ESPAÑA), S.A.",CIUDAD REAL,Autorizado,Sec. A),00,751,ARI,80.0,H,A
LOS MISEREGALES,AYUNTAMIENTO DE JUARROS DE VOLTOYA,SEGOVIA,Trámite/decl-recurso,Sec. A),00,172,GRV,0.0,H,A
LOS MOCHOS,"HUARTE, S.A.",CORDOBA,Trámite/decl-recurso,Sec. A),00,1060,ZHR,5.86,H,A
